Symbol,Security Name,Industry
BAJAJHIND,Bajaj Hindu sthan Sugar Ltd.,SUGAR
BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,FINANCE
BAJFlNANCE,Bajaj Finance Ltd.,FINANCE
BALKRISIND,Balkrishna Industries Ltd.,TYRES
BALLARPUR,Ballarpur Industries Ltd.,PAPER AND PAPER PRODUCTS
BALMLAWRIE,Balmer Lawrie & Co. Ltd.,TRAVEL AND TRANSPORT
BALRAMCHIN,Balrampur Chini Mills Ltd.,SUGAR
BANKBARODA,Bank of Baroda,BANKS
BANKINDIA,Bank oflndia,BANKS
BASF,BASF India Ltd.,CHEMICALS - SPECIALITY
BATAINDIA,Bata India Ltd.,LEATHER AND LEATHER PRODUCTS
BBTC,Bombay Burmah Trading Corporation Ltd.,FOOD AND FOOD PROCESSING
BEL,Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL
BEML,BEML Ltd.,ENGINEERING
BERGEPAINT,Berger Paints India Ltd.,PAINTS
BFUTILITIE,BF Utilities Ltd.,CONSTRUCTION
BGRENERGY,BGR Energy Systems Ltd,ENGINEERING
BHARATFIN,Bharat Financial Inclusion Ltd.,FINANCE
BHARATFORG,Bharat Forge Ltd.,CASTINGS/FORGINGS
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES
BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT
BHUSANSTL,Bhushan Steel Ltd.,STEEL AND STEEL PRODUCTS
BIOCON,Biocon Ltd.,PHARMACEUTICALS
BIRLACORPN,Birla Corporation Ltd.,CEMENT AND CEMENT PRODUCTS
BLISSGVS,Bliss GVS Pharma Ltd.,PHARMACEUTICALS
BLUEDART,Blue Dart Express Ltd.,TRAVEL AND TRANSPORT
BLUESTARCO,Blue Star Ltd.,AIRCONDITIONERS
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES
BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING
CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS
CANBK,Canara Bank,BANKS
CANFINHOME,Can Fin Homes Ltd.,FINANCE - HOUSING
CAPF,Capital First Ltd.,FINANCE
CAPLIPOINT,Caplin Point Laboratories Ltd.,PHARMACEUTICALS
CARBORUNlV,Carborundum Universal Ltd.,ABRASIVES
CARERATING,CARE Ltd.,FINANCE
CASTROLIND,Castro! India Ltd.,PETROCHEMICALS
CCL,CCL Products (I) Ltd.,TEA AND COFFEE
CEATLTD,Ceat Ltd.,TYRES
CENTRALBK,Central Bank of India,BANKS
CENTURYPLY,Century Plyboards (India) Ltd.,CONSTRUCTION
CENTURYTEX,Century Textile & Industries Ltd.,CEMENT AND CEMENT PRODUCTS
CERA,Cera Sanitaryware Ltd,CERAMICS AND SANlTARYWARE
CESC,CESC Ltd.,POWER
CGPOWER,CG Power and Industrial Solutions Ltd.,ELECTRICAL EQUIPMENT
CHAMBLFERT,Chambal Fertilizers & Chemicals Ltd.,FERTILISERS
COALINDIA,Coal India Ltd.,MINING
COFFEEDAY,Coffee Day Enterprises Ltd.,TEA AND COFFEE
COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE
CONCOR,Container Corporation  of India Ltd.,TRAVEL AND TRANSPORT
COROMANDEL,Coromandel International Ltd.,FERTILISERS
CORPBANK,Corporation Bank,BANKS
COX&KINGS,Cox & Kings Ltd.,TRAVEL AND TRANSPORT
CRISIL,CRISIL Ltd.,FINANCE
CROMPTON,Crompton Greaves Consumer Electricals Ltd.,CONSUMER DURABLES
CUB,City Union Bank Ltd.,BANKS
CUMMINSIND,Cummins India Ltd.,DIESEL ENGINES
CYIENT,Cyient Ltd.,COMPUTERS - SOFTWARE
DABUR,Dabur India Ltd.,PERSONAL CARE
DALMIABHA,Dalmia Bharat Ltd.,CEMENT AND CEMENT PRODUCTS
DBCORP,D.B.Corp Ltd.,PRINTING AND PUBLISHING
DBL,Dilip Buildcon Ltd.,CONSTRUCTION
DBREALTY,D B Realty Ltd.,CONSTRUCTION
DCBBANK,DCB Bank Ltd.,BANKS
DCMSHRIRAM,DCM Shrirarn Ltd.,DIVERSIFIED
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp. Ltd.,CHEMICALS - INORGANIC
DELTACORP,Delta Corp Ltd.,LEISURE FACILITIES
DEN,Den Networks Ltd.,MEDIA & ENTERTAINMENT
DENABANK,Dena Bank,BANKS
DHANUKA,Dhanuka Agritech Ltd.,PESTICIDES AND AGROCHEMICALS
DHFL,Dewan Housing Finance Corporation Ltd.,FINANCE - HOUSING
DISHTV,Dish TV India Ltd.,MEDIA & ENTERTAINMENT
DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS
DLF,DLF Ltd.,CONSTRUCTION
DREDGECORP,Dredging Corporation ofTndia Ltd.,SHIPPING
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS
ECLERX,eClerx Services Ltd.,COMPUTERS - SOFTWARE
EDELWEISS,Edelweiss Financial Services Ltd.,FINANCE
EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS
EIDPARRY,E.I.D. Parry (India) Ltd.,FERTILISERS
EIHOTEL,EIH Ltd.,HOTELS
EMAMILTD,Emami Ltd.,PERSONAL CARE
ENDURANCE,Endurance Technologies Ltd.,AUTO ANCILLARIES
ENGINERSIN,Engineers India Ltd.,ENGINEERING
EQUITAS,Equitas Holdings Ltd.,FINANCE
EROSMEDIA,Eros Intl Media Ltd.,MEDIA & ENTERTAINMENT
ESCORTS,Escorts Ltd.,AUTOMOBILES - 4 WHEELERS
ESSELPACK,Essel Propack Ltd.,PACKAGING
EVEREADY,Eveready Industries India Ltd.,ELECTRICAL EQUIPMENT
EXIDEIND,Exide Industries Ltd.,AUTO ANCILLARIES
FAGBEARING,Fag Bearings India Ltd.,BEARINGS
FCONSUMER,Future Consumer Ltd.,MISCELLANEOUS
FDC,FDC Ltd.,PHARMACEUTICALS
FEDERALBNK,Federal Bank Ltd.,BANKS
FINCABLES,Finolex Cables Ltd.,CABLES - POWER
FINPIPE,Finolex Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS
FMGOETZE,Federal-Mogul Goetze (India) Ltd.,AUTO ANCILLARIES
FORTIS,Fortis Healthcare Ltd.,MISCELLANEOUS
FRETAIL,Future Retail Ltd.,MISCELLANEOUS
FSL,Firstsource Solutions Ltd.,COMPUTERS - SOFTWARE
GAIL,GAIL (India) Ltd.,GAS
GATI,Gali Ltd.,TRAVEL AND TRANSPORT
GAYAPROJ,Gayatri Projects Ltd.,CONSTRUCTION
GDL,Gateway Distriparks Ltd.,TRAVEL AND TRANSPORT
GEPIL,GE Power India Ltd.,ELECTRICAL EQUIPMENT
GESHIP,Great Eastern Shipping Co. Ltd.,SHIPPING
GET&D,GE T&D India Ltd.,ELECTRICAL EQUIPMENT
GHCL,GHCL Ltd.,CHEMICALS - INORGANIC
GILLETTE,Gillette India Ltd.,PERSONAL CARE
GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,PHARMACEUTICALS
GLENMARK,Glenmark Pharmaceuticals Ltd.,PHARMACEUTICALS
GMDCLTD,Gujarat Mineral Development Corporation Ltd.,MINING
GMRINFRA,GMR Infrastructure Ltd.,CONSTRUCTION
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,FERTILISERS
GODFRYPHLP,Godfrey Phillips India Ltd.,CIGARETTES
GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE
GODREJIND,Godrej Industries Ltd.,FOOD AND FOOD PROCESSING
GODREJPROP,Godrej Properties Ltd.,CONSTRUCTION
GPPL,Gujarat Pipavav Port Ltd.,SHIPPING
GRANULES,Granules India Ltd.,PHARMACEUTICALS
GREAVESCOT,Greaves Cotton Ltd.,DIESEL ENGINES
GREENPLY,Greenply Indu stries Ltd.,CONSTRUCTION
GRINDWELL,Grindwell Norton Ltd.,ABRASIVES
GRUH,Gruh Finance Ltd.,FINANCE - HOUSING
GSFC,Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS
GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd.,FOOD AND FOOD PROCESSING
GSPL,Gujarat State Petronet Ltd.,GAS
GUJALKALI,Gujarat Alkalies & Chemicals Ltd.,CHEMICALS - INORGANIC
GUJFLUORO,Gujarat Fluorochemicals Ltd.,ELECTRICAL EQUIPMENT
GUJGASLTD,Gujarat Gas Ltd.,GAS
GULFOILLUB,Gulf Oil Lubricants India Ltd.,LUBRICANTS
HCL-INSYS,HCL Infosystems Ltd.,COMPUTERS - HARDWARE
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING
HDFCBANK,HDFC Bank Ltd.,BANKS
HDIL,Housing Development and Infrastructure Ltd.,CONSTRUCTION
HEIDELBERG,HeidelbergCement India Ltd.,CEMENT AND CEMENT PRODUCTS
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS
HEXAWARE,Hexaware Technologies Ltd.,COMPUTERS - SOFf WARE
HFCL,Himachal Fut Com Ltd.,TELECOMMUNICATION - EQUIPMENT
HIMATSEIDE,Himatsingka Seide Ltd.,TEXTILE PRODUCTS
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM
HINDCOPPER,Hindu stan Copper Ltd.,METALS
HINDPETRO,Hindu stan Petroleum  Corporation Ltd.,REFINERIES
HINDUNILVR,Hindu stan Unilever Ltd.,DIVERSIFIED
HINDZINC,Hindu stan Zinc Ltd.,METALS
HMVL,Hindustan Media Vent Ltd.,PRINTING AND PUBLISHING
HONAUT,Honeywell Automation India Ltd.,ELECTRONICS - INDUSTRIAL
HSIL,HSIL Ltd.,PACKAGING
HTMEDIA,HT Media Ltd.,PRINTING AND PUBLISHING
IBREALEST,Indiabulls Real Estate Ltd.,CONSTRUCTION
IBULHSGFIN,Tndiabul l s Housing Finance Ltd.,FINANCE - HOUSING
ICICIBANK,ICICI Bank Ltd.,BANKS
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,FINANCE
ICIL,Indo Count Industries Ltd.,TEXTILES - COTTON
ICRA,ICRA Ltd.,FINANCE
IDBI,IDBI Bank Ltd.,BANKS
IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION
IDFCBANK,IDFC Bank Ltd.,BANKS
IFCI,IFCI Ltd.,FINANCIAL INSTITUTION
IGARASHI,Igarashi Motors India Ltd.,AUTO ANCILLARIES
IGL,Indraprastha Gas Ltd.,GAS
IL&FSTRANS,IL&FS Transportation Networks Ltd.,CONSTRUCTION
INDHOTEL,Indian Hotels Co. Ltd.,HOTELS
INDIACEM,India Cements Ltd.,CEMENT AND CEMENT PRODUCTS
INDIANB,Indian Bank,BANKS
INDIGO,InterGlobe Aviation Ltd.,TRAVEL AND TRANSPORT
INDOCO,Indoco Remedies Ltd.,PHARMACEUTICALS
INDUSINDBK,Indu sind Bank Ltd.,BANKS
INFIBEAM,Infibeam Incorporation Ltd.,COMPUTERS - SOFTWARE
INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE
INOXLEISUR,Inox Leisure Ltd.,MEDIA & ENTERTAINMENT
INOXWIND,Inox Wind Ltd.,ELECTRICAL EQUIPMENT
ITC,I T C Ltd.,CIGARETTES
ITDCEM,ITD Cementation India Ltd.,CONSTRUCTION
J&KBANK,Jammu & Kashmir Bank Ltd.,BANKS
JAGRAN,Jagran Prakashan Ltd.,PRINTING AND PUBLISHING
JAICORPLTD,Jai Corp Ltd.,PLASTIC AND PLASTIC PRODUCTS
JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd.,PHARMACEUTICALS
JBFIND,JBF Industries Ltd.,TEXTILES - SYNTHETIC
JCHAC,Johnson Controls - Hitachi Air Conditioning India Ltd.,AIRCONDITIONERS
JETAIRWAYS,Jet Airways (India) Ltd.,TRAVEL AND TRANSPORT
JINDALPOLY,Jindal Poly Films Ltd.,PACKAGING
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS
JISLJALEQS,Jain Irrigation Systems Ltd.,PLASTIC AND PLASTIC PRODUCTS
JKCEMENT,J.K. Cement Ltd.,CEMENT AND CEMENT PRODUCTS
JKIL,J.Kumar Infraprojects Ltd.,CONSTRUCTION
JKLAKSHMI,JK Lakshmi Cement Ltd.,CEMENT AND CEMENT PRODUCTS
JKTYRE,JK Tyre & Industries Ltd.,TYRES
JMFINANCIL,JM Financial Ltd.,FINANCE
JMTAUTOLTD,JMT Auto Ltd.,AUTO ANCILLARIES
JPASSOCIAT,Jaiprakash Associates Ltd.,CONSTRUCTION
JSWENERGY,JSW Energy Ltd.,POWER
JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS
JUBILANT,Jubilant Life Sciences Ltd.,PHARMACEUTICALS
JUBLFOOD,Jubilant Foodworks Ltd.,FOOD AND FOOD PROCESSING
JUSTDIAL,Justdial Ltd.,COMPUTERS - SOFTWARE
JYOTHYLAB,Jyothy Laboratories Ltd.,PERSONAL CARE
KAJARIACER,Kajaria Ceramics Ltd.,CERAMICS AND SANITARYWARE
KALPATPOWR,Kalpataru Power Transmission Ltd.,TRANSMISSION TOWERS
KANSAINER,Kansai Nerolac Paints Ltd.,PAINTS
KARURVYSYA,Karur Vysya Bank Ltd.,BANKS
KEC,Kee International Ltd.,ENGINEERING
KESORAMIND,Kesoram Industries Ltd.,CEMENT AND CEMENT PRODUCTS
KITEX,Kitex Garments Ltd.,TEXTILE PRODUCTS
KNRCON,KNR Constructions Ltd.,CONSTRUCTION
KOLTEPATIL,Kolte-Patil Developers Ltd.,CONSTRUCTION
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS
KPIT,KPIT Technologies Ltd.,COMPUTERS - SOFTWARE
KPRMILL,K.P.R. Mill Ltd.,TEXTILE PRODUCTS
KRBL,KRBL Ltd.,FOOD AND FOOD PROCESSING
KSCL,Kaveri Seed Company Ltd.,FOOD AND FOOD PROCESSING
KTKBANK,Kamataka Bank Ltd.,BANKS
KWALITY,Kwality Ltd.,FOOD AND FOOD PROCESSING
L&TFH,L&T Finance Holdings Ltd.,FINANCE
LAKSHVILAS,Lakshmi Vilas Bank Ltd.,BANKS
LALPATHLAB,Dr. Lal Path Labs Ltd.,MISCELLANEOUS
LAURUSLABS,Laurus Labs Ltd.,PHARMACEUTICALS
LAXMIMACH,Lakshmi Machine Works Ltd.,TEXTILE MACHINERY
LICHSGFIN,LIC Housing Finance Ltd.,FINANCE - HOUSING
LT,Larsen & Toubro Ltd.,ENGINEERING
LTI,Larsen & Toubro Infotech Ltd.,COMPUTERS - SOFTWARE
LITS,L&T Technology Services Ltd.,COMPUTERS - SOFTWARE
LUPIN,Lupin Ltd.,PHARMACEUTICALS
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,FINANCE
MAGMA,Magma Fincorp Ltd.,FINANCE
MANAPPURAM,Manappuram Finance Ltd.,FINANCE
MANPASAND,Manpasand Beverages Ltd.,FOOD AND FOOD PROCESSING
MARICO,Marico Ltd.,PERSONAL CARE
MARKSANS,Marksans Pharma Ltd.,PHARMACEUTICALS
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS
MAXINDIA,Max India Ltd.,MISCELLANEOUS
MCDOWELL-N,United Spirits Ltd.,BREW/DISTILLERIES
MCLEODRUSS,McLeod Russel India Ltd.,TEA AND COFFEE
MERCK,Merck Ltd.,PHARMACEUTICALS
MGL,Mahanagar Gas Ltd.,GAS
MHRIL,Mahindra Holidays & Resorts India Ltd.,HOTELS
MINDACORP,Minda Corporation Ltd.,AUTO ANCILLARIES
MINDAIND,Minda Industries Ltd.,AUTO ANCILLARIES
MINDTREE,MindTree Ltd.,COMPUTERS - SOFf WARE
MMTC,MMTC Ltd.,TRADING
MOIL,MOIL Ltd.,METALS
MONSANTO,Monsanto India Ltd.,PESTICIDES AND AGROCHEMICALS
MOTHERSUMI,Motherson Swni Systems Ltd.,AUTO ANCILLARIES
MOTILALOFS,Motilal Oswal Financial Services Ltd.,FINANCE
MPHASIS,MphasiS Ltd.,COMPUTERS - SOFf WARE
MRF,MRF Ltd.,TYRES
MRPL,"Mangalore Refinery &
Petrochemicals Ltd.",REFINERIES
MTNL,Mahanagar Telephone Nigam Ltd.,TELECOMMUNICATION - SERVICES
MUTHOOTFIN,Muthoot Finance Ltd.,FINANCE
NATCOPHARM,NATCO Pharma Ltd.,PHARMACEUTICALS
NATIONALUM,National Aluminium Co. Ltd.,ALUMINIUM
NAUKRI,Info Edge (India) Ltd.,COMPUTERS - SOFf WARE
NAVINFLUOR,Navin Fluorine International Ltd.,CHEMICALS - INORGANIC
NAVKARCORP,Navkar Corporation Ltd.,TRAVEL AND TRANSPORT
NAVNETEDUL,Navneet Education Ltd.,PRINTING AND PUBLISHING
NBCC,NBCC (India) Ltd.,CONSTRUCTION
NBVENTURES,Nava Bharat Ventures Ltd.,POWER
NCC,NCC Ltd.,CONSTRUCTION
NETWORK18,Networkl8 Media & Investments Ltd.,MEDIA & ENTERTAINMENT
NH,Narayana Hrudayalaya Ltd.,MISCELLANEOUS
NHPC,NHPC Ltd.,POWER
NIIITECH,NIIT Technologies Ltd.,COMPUTERS - SOFf WARE
OFSS,Oracle Financial Services Software Ltd.,COMPUTERS - SOFf WARE
OIL,Oil India Ltd.,OIL EXPLORATION/PRODUCTION
OMAXE,Omaxe Ltd.,CONSTRUCTION
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION
ORIENTBANK,Oriental Bank of Commerce,BANKS
ORIENTCEM,Orient Cement Ltd.,CEMENT AND CEMENT PRODUCTS
ORISSAMINE,Orissa Min Dev Co Ltd.,MINING
PAGEIND,Page Industries Ltd.,TEXTILE PRODUCTS
PARAGMILK,Parag Milk Foods Ltd.,FOOD AND FOOD PROCESSING
PCJEWELLER,PC Jeweller Ltd.,GEMS JEWELLERY AND WATCHES
PEL,Piramal Enterprises Ltd.,PHARMACEUTICALS
PERSISTENT,Persistent Systems Ltd.,COMPUTERS - SOFf WARE
PETRONET,Petrone! LNG Ltd.,GAS
PFC,Power Finance Corporation Ltd.,FINANCIAL INSTITUTION
PFIZER,Pfizer Ltd.,PHARMACEUTICALS
PFS,PTC India Fin Serv Ltd.,FINANCE
PGHH,Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE
PHOENIXLTD,Phoenix Mills Ltd.,CONSTRUCTION
PIDILITIND,Pidilite Industries Ltd.,CHEMICALS - SPECIALITY
PIIND,PI Industries Ltd.,PESTICIDES AND AGROCHEMICALS
PNB,Punjab National Bank,BANKS
PNBHOUSING,PNB Housing Finance Ltd.,FINANCE - HOUSING
PNCINFRA,PNC Infratech Ltd.,CONSTRUCTION
POLARIS,Polaris Consulting & Services Ltd.,COMPUTERS - SOFTWARE
POWERGRID,Power Grid Corporation  of India Ltd.,POWER
PRAJIND,Praj Industries Ltd.,ENGINEERING
PRESTIGE,Prestige Estates Projects Ltd.,CONSTRUCTION
PRISMCEM,Prism Cement Ltd.,CEMENT AND CEMENT PRODUCTS
PTC,PTC India Ltd.,POWER
PUNJLLOYD,Punj Lloyd Ltd.,CONSTRUCTION
PVR,PVR Ltd.,MEDIA & ENTERTAINMENT
QUESS,Quess Corp Ltd.,MISCELLANEOUS
RADICO,Radico Khaitan Ltd,BREW/DISTILLERIES
RBLBANK,RBL Bank Ltd.,BANKS
RCF,Rashtriya Chemicals & Fertilizers Ltd.,FERTILISERS
RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES
RDEL,Reliance Defence and Engineering Ltd.,SHIPPING
RECLTD,Rural Electrification Corporation Ltd.,FINANCIAL INSTITUTION
REDINGTON,Redington (India) Ltd.,TRAVEL AND TRANSPORT
RELAXO,Relaxo Footwears Ltd.,LEATHER AND LEATHER PRODUCTS
RELCAPITAL,Reliance Capital Ltd.,FINANCE
RELIANCE,Reliance Industries Ltd.,REFINERIES
RELIGARE,Religare Enterprises Ltd.,FINANCE
RELINFRA,Reliance Infrastructure Ltd.,POWER
RENUKA,Shree Renuka Sugars Ltd.,SUGAR
REPCOHOME,Repco Home Finance Ltd.,FINANCE - HOUSING
RIIL,Reliance Industrial Infrastructure Ltd.,ENGINEERING
RKFORGE,Ramkrishna Forgings Ltd.,CASTINGS/FORGINGS
ROLTA,Rolta India Ltd.,COMPUTERS - SOFTWARE
RPOWER,Reliance Power Ltd.,POWER
RTNPOWER,Rattanindia Power Ltd.,POWER
RUCHlSOYA,Ruchi Soya Industries Ltd.,SOLVENT EXTRACTION
SADBHAV,Sadbhav Engineering Ltd.,CONSTRUCTION
SAIL,Steel Authority oflndia Ltd.,STEEL AND STEEL PRODUCTS
SANOFI,Sanofi India Ltd.,PHARMACEUTICALS
SEIN,State Bank oflndia,BANKS
SCHNEIDER,Schneider Electric Infrastructure Ltd.,ELECTRICAL EQUIPMENT
SCI,Shipping Corporation oflndia Ltd.,SHIPPING
SFL,Sheela Foam Ltd.,CONSUMER DURABLES
SHARDACROP,Sharda Cropchem Ltd.,PESTICIDES AND AGROCHEMICALS
SHILPAMED,Shilpa Medicare Ltd.,PHARMACEUTICALS
SHILPI,Shilpi Cable Tech Ltd.,CABLES - TELECOM
SHK,S H Kelkar and Company Ltd.,FOOD AND FOOD PROCESSING
SHREECEM,Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS
SHRlRAMCIT,Shriram City Union Finance Ltd.,FINANCE
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT
SJVN,SJVN Ltd.,POWER
SKFINDIA,SKF India Ltd.,BEARINGS
SMLISUZU,SML Isuzu Ltd.,AUTOMOBILES - 4 WHEELERS
SNOWMAN,Snowman Logistics Ltd.,TRAVEL AND TRANSPORT
SOBHA,Sobha Ltd.,CONSTRUCTION
SOLARINDS,Solar Industries India Ltd.,CHEMICALS - SPECIALITY
SOMANYCERA,Somany Ceramics Ltd.,CERAMICS AND SANITARYWARE
SONATSOFfW,Sonata Software Ltd.,COMPUTERS - SOFf WARE
SOUTHBANK,South Indian Bank Ltd.,BANKS
SPARC,Sun Pharma Advanced Research Company Ltd.,PHARMACEUTICALS
SREINFRA,SREI Infrastructure Finance Ltd.,FINANCE
SRF,SRF Ltd.,TEXTILES - SYNTHETIC
SRTRANSFIN,Shriram Transport Finance Co. Ltd.,FINANCE
STAR,Strides Shasun Ltd.,PHARMACEUTICALS
STCINDIA,State Trading Corporation of India Ltd.,TRADING
STRTECH,Sterlite Technologies Ltd.,CABLES - TELECOM
SUDARSCHEM,Sudarshan Chemical Tndustries Ltd.,DYES AND PIGMENTS
SUNDARMFIN,Sundaram Finance Ltd.,FINANCE
SUNDRMFAST,Sundram Fasteners Ltd.,FASTNERS
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS
SUNTECK,Sunteck Realty Ltd.,CONSTRUCTION
SUNTV,Sun TV Network Ltd.,MEDIA & ENTERTAINMENT
SUPREMEIND,Supreme Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS
SUVEN,Suven Life Sciences Ltd.,PHARMACEUTICALS
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT
SWANENERGY,Swan Energy Ltd.,TEXTILE PRODUCTS
SYMPHONY,Symphony Ltd.,CONSUMER DURABLES
SYNDIBANK,Syndicate Bank,BANKS
SYNGENE,Syngene International Ltd.,PHARMACEUTICALS
TAKE,Take Solutions Ltd.,COMPUTERS - SOFf WARE
TATACHEM,Tata Chemicals Ltd.,CHEMICALS - INORGANIC
TATACOFFEE,Tata Coffee Ltd.,TEA AND COFFEE
TATACOMM,Tata Communications Ltd.,TELECOMMUNICATION - SERVICES
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFf WARE
TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFf WARE
TECHNO,Techno Elt & Eng Co. Ltd.,ENGINEERING
TEXRAIL,Texmaco Rail & Eng. Ltd.,ENGINEERING
THERMAX,Thermax Ltd.,ELECTRICAL EQUIPMENT
THOMASCOOK,Thomas Cook (India) Ltd.,TRAVEL AND TRANSPORT
THYROCARE,Thyrocare Technologies Ltd.,MISCELLANEOUS
TIDEWATER,Tide Water Oil (India) Ltd.,LUBRICANTS
TIMKEN,Timken India Ltd.,BEARINGS
TITAN,Titan Company Ltd.,GEMS JEWELLERY AND WATCHES
