Symbol,Security Name,Industry
SWANENERGY,Swan Energy Ltd.,CONSTRUCTION
SWARAJENG,Swaraj Engines Ltd.,DIESEL ENGINES
SYNDIBANK,Syndicate Bank,BANKS
TATACHEM,Tata Chemicals Ltd.,CHEMICALS - INORGANIC
TATACOFFEE,Tata Coffee Ltd.,TEA AND COFFEE
TATACOMM,Tata Communication s Ltd.,TELECOMMUNICATION - SERVICES
TATASPONGE,Tata Sponge Iron Ltd.,STEEL AND STEEL PRODUCTS
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS
TBZ,Tribhovandas Bhimji Zaveri Ltd.,GEMS JEWELLERY AND WATCHES
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE
TDPOWERSYS,TD Power Systems Ltd.,ELECTRICAL EQUIPMENT
TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE
TECHNO,Techno Elt & Eng Co. Ltd.,ENGINEERING
THERMAX,Thermax Ltd.,ELECTRICAL EQUIPMENT
THOMASCOOK,Thomas Cook (India) Ltd.,TRAVEL AND TRANSPORT
TITAN,Titan Company Ltd.,GEMS JEWELLERY AND WATCHES
TNPL,Tamil Nadu Newsprint & Papers Ltd.,PAPER AND PAPER PRODUCTS
TORNTPHARM,Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS
TORNTPOWER,Torrent Power Ltd.,POWER
TREEHOUSE,Tree House Education & Accessories Ltd.,MISCELLANEOUS
TRENT,Trent Ltd.,MISCELLANEOUS
TRIDENT,Trident Ltd.,TEXTILE PRODUCTS
TTKPRESTIG,TTK Prestige Ltd.,CONSUMER DURABLES
TUBEINVEST,Tube Investments of India Ltd.,CYCLES
TV18BRDCST,TV18 Broadcast Ltd.,MEDIA & ENTERTAINMENT
TVSMOTOR,TVS Motor Company Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS
TVTODAY,TV Today Network Ltd.,MEDIA & ENTERTAINMENT
UBL,United Breweries Ltd.,BREW/DISTILLERIES
UCOBANK,UCO Bank,BANKS
UFLEX,UFLEX Ltd.,PACKAGING
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS
UNICHEMLAB,Unichem Laboratories Ltd.,PHARMACEUTICALS
UNIONBANK,Union Bank oflndia,BANKS
UNITECH,Unitech Ltd.,CONSTRUCTION
UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS
USHAMART,Usha Martin Ltd.,STEEL AND STEEL PRODUCTS
UTTAMSTL,Uttam Galva Steels Ltd.,STEEL AND STEEL PRODUCTS
VAIBHAVGBL,Vaibhav Global Ltd.,MISCELLANEOUS
VAKRANGEE,Vakrangee Ltd.,COMPUTERS - SOFf WARE
VEDL,Vedanta Ltd.,MINING
VESUVIUS,Vesuvius India Ltd.,REFRACTORIES
VIDEOIND,Videocon Industries Ltd.,CONSUMER DURABLES
VDAYABANK,Vijaya Bank,BANKS
VINATIORGA,Vinati Organics Ltd.,CHEMICALS - SPECIALITY
VIPIND,V.LP. Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS
VIVIDHA,Visagar Polytex Ltd.,TEXTILE PRODUCTS
VOLTAS,Voltas Ltd.,ENGINEERING
VSTIND,VST Industries Ltd.,
YTL,Vardhman Textiles Ltd.,
WABAG,Va Tech Wabag Ltd.,
WABCOINDIA,WABCO India Ltd.,
WELCORP,Welspun Corp Ltd.,
WELSPUNIND,Welspun India Ltd.,
WHEELS,Wheels India Ltd.,
WHIRLPOOL,Whirlpool of India Ltd.,
WIPRO,Wipro Ltd.,
WOCKPHARMA,Wockhardt Ltd.,
YESBANK,Yes Bank Ltd.,
ZEEL,Zee Entertainment Enterprises Ltd.,
ZENSARTECH,Zensar Technolgies Ltd.,
ZYDUSWELL,Zydus Wellness Ltd.,
